"","date","CI005187.WI","CI005188.WI","CI005189.WI","CI005190.WI","CI005191.WI","CI005192.WI","CI005193.WI","CI005194.WI","CI005195.WI","CI005196.WI","CI005197.WI","CI005198.WI","CI005199.WI","CI005800.WI","CI005801.WI","CI005802.WI","CI005803.WI","CI005804.WI","CI005805.WI","CI005806.WI","CI005807.WI","CI005808.WI","CI005809.WI","CI005810.WI","CI005811.WI","CI005812.WI","CI005813.WI","CI005814.WI","CI005815.WI","CI005816.WI","CI005817.WI","CI005818.WI","CI005819.WI","CI005820.WI","CI005821.WI","CI005822.WI","CI005823.WI","CI005824.WI","CI005825.WI","CI005826.WI","CI005827.WI","CI005828.WI","CI005829.WI","CI005830.WI","CI005831.WI","CI005832.WI","CI005834.WI","CI005835.WI","CI005836.WI","CI005837.WI","CI005838.WI","CI005839.WI","CI005840.WI","CI005841.WI","CI005842.WI","CI005843.WI","CI005844.WI","CI005845.WI","CI005846.WI","CI005847.WI","CI005848.WI","CI005849.WI"
"88",2021-08-20,-1.25398657480775,1.56511597979622,1.23032845471467,2.71706725190327,0.0928665098520624,1.8981928833336,0.430632196676936,-0.0604715886027338,-0.00548733872904244,-1.34836462952836,-0.76200105079577,-1.28804679517783,-1.05339269953875,0.0573876284691256,-0.138964739554955,0.658837149382997,-0.689196582287136,0.737398057070482,1.77434027190468,0.869626576383791,-1.0699612455156,1.23944130870406,-0.384638319674139,-0.12359700302333,0.326736256025731,3.3223447385612,-0.743746191030652,-0.385596538056379,-0.613775925569835,1.21808204738913,0.482516211880344,-1.10917969415487,-0.227863913404247,-1.58505266721218,-0.935371797533911,0.409347242679119,0.791800037099188,-1.10711781722398,-1.23516999469364,-0.86944701139892,-0.998662019876541,-1.3354842066733,-0.216519592513387,0.0132416913511416,-0.60196098828986,-0.780900838802812,-0.450564222316023,-1.81608179779773,-0.526851012245749,-0.922516918870758,1.94627415170436,-0.385833292642613,-0.463008416603063,-0.635345323306111,-0.283024811884476,-1.11669111787968,-1.43497146306031,-1.14821469949168,-0.341113579138042,0.451973498726786,0.456185698178107,0.167420868074553
"89",2021-08-27,0.294971333578802,2.68019375764298,2.60408743207145,2.11508430840103,1.1305162268075,2.88367443973216,1.05216275094518,0.197719975836886,0.0231982223962391,-1.40886189818861,-0.996401861756587,-1.46535551936275,-0.503868380130551,0.664016884503792,0.40421061931702,-0.0198222810363618,-0.194884136832732,-0.515534843595712,2.19098688723635,1.55004230189151,-1.05959975822669,1.45817781166078,0.22290017530604,0.229618325857154,-0.102430838626856,3.13438301155109,-0.710095154213976,-0.0534532612847085,-0.805414761795853,1.31317966131078,0.457034168170064,-1.13278805782476,-0.381444105644978,-1.56007977354044,-1.30748775578871,0.199472768658036,1.04926857520612,-0.962295126573328,-1.23867546170533,-0.808624211887335,-1.18905289760818,-1.39761537009996,-0.497904671272543,-0.938592692333524,-0.648737077123801,-0.798849265919084,-0.544109452984082,-1.29673006257975,-0.543687100246246,-0.708909195557386,2.32701773684169,-0.41572318227537,-0.455269893861823,-0.706862377070906,-0.343358567067961,-1.17905822752284,-1.40613004541355,-1.1315834587015,-1.04776779848582,-0.0571044503795476,0.220569631917877,0.205749118051625
"90",2021-09-03,0.411686446442377,1.23562975701125,2.64592004703724,1.73993606752556,1.00657366630571,2.72210757017886,0.499583382266318,-0.0416654468862715,0.286769263103276,-1.42336463219618,-1.02295733202239,-1.65358280129966,0.11591075661274,1.60688121867603,1.05472615758329,-0.535937909036894,-0.39980287709478,-0.828535589412662,1.09221908581102,1.45694611836462,-1.11869137558855,1.50997664208713,0.374204429473279,-0.259052452994201,-0.80453381718029,2.11363536542362,-0.245728181867287,0.501015305483459,-0.861623103838562,1.86519939548086,0.182660372222637,-0.775202246966372,0.0200832950748301,-1.66028333717243,-1.31932963572677,-0.245314771761303,1.47426572596236,-0.454662662036423,-1.27899142845592,-0.965957710741381,-1.203869830043,-1.4330440337945,-0.78294130523727,-0.868497687991386,-0.764230078188588,-0.939048167342288,-0.972730658685643,-1.14971522251452,-0.646202697032749,-0.906224888016633,1.8364482607528,-0.604144176349369,-0.391478087090205,-0.443360512725927,-0.814588141072404,-1.18960532557624,-1.04028975844224,-1.18416739221334,-1.42999968164257,-0.552574012758506,-0.206910580426338,0.525052411607095
"91",2021-09-10,0.959141357800713,1.87887538166285,2.83978495354986,2.43372396775931,1.20665438999882,3.40354557306211,1.15233007828082,-0.0123055646158717,0.488414870989448,-1.47124004951711,-1.2815053119708,-1.51051726069968,0.275211758437361,1.77351040582177,2.2781788554461,-0.86017289497968,-0.373605748074457,-1.04361759792058,0.803230976358771,0.86762344289043,-1.1620786499526,1.57366434300808,0.241870865142244,0.198314070606195,-1.45912747677294,2.93350234543526,0.195832890603379,0.668265419848349,-1.44687784587125,1.33894193029623,0.329943912475685,-0.987246934950132,-0.546509229838439,-1.77879901360172,-1.22098037966876,-0.582747627461166,0.782991165203286,-0.331077207445603,-1.27622075539134,-1.17209698440807,-1.24042723347284,-0.805187825551062,-0.557096929103141,-1.25628002040618,-0.911537161539059,-0.744366870404468,-0.630093802034221,-0.498498631166632,-0.543115630440905,-1.00315433754669,2.45864861021691,-0.747270258422298,-0.444512163109133,-0.470948126488248,-0.320613396240009,-1.23319402572897,-0.802191770495698,-0.574323458132722,-1.536746392462,-0.909526476067795,-0.980186476117811,0.654342682042752
"92",2021-09-17,1.39936088672509,0.420248211285426,2.12964731272555,0.601021147352759,1.22563944711936,3.66058906181677,1.66615885322241,0.091844487257051,0.955232336709846,-1.30717290846282,-1.02577882915789,-1.63490920210479,1.53357039618801,2.62086778949406,2.79482978235878,-0.905420949434764,-0.121683730238612,-0.941363153202342,0.18054685316669,0.208502741335381,-0.822205111619438,1.01376883654244,-0.0981386302319323,0.122323143711636,-0.83414927330056,2.35349733218313,-0.297593584382838,1.62959269042388,-0.97348244973513,1.32857875538131,0.183199826807343,-1.08356578848397,-0.948422560582117,-1.13436037063683,-1.30433084286183,-0.600810028293759,0.531864315130177,0.369239951591543,-1.2761870359101,-1.19499927538149,-0.693819310366863,-1.37760112944762,0.768780967686087,-1.20279196848845,-0.931419963561943,-0.372365067718882,-1.25687862087893,-1.32956873806604,-0.686993795368681,-1.10292749992037,1.34136331499741,-0.646943695960291,-0.374015364192154,-0.749935302120524,-1.07331883084556,-1.1953666582865,-0.511628185421352,-0.57023627274969,-1.21596244508877,-0.977061521662498,-0.307017657966147,0.784721221126823
"93",2021-09-24,0.700888977097336,-0.259925419856611,1.62531436537687,0.193017713074083,0.755602120275695,3.31570680701412,1.2833122356382,-0.267804400028106,0.616039014500672,-1.05697970603823,-1.08561760229898,-1.73929992225846,1.694945929312,1.47647924407036,2.25022015033594,-0.894087791969906,-0.249477508512202,-0.867633178940441,0.00609569938254599,-0.580661985464436,-0.544996189304044,0.902766403246664,-0.162957473976502,-0.0244447354716045,-0.972525086881921,1.36233256988456,-0.178958251684284,1.94291951473427,-1.12756414517617,1.19938063685928,0.21030110716628,-0.930990674720616,-0.926533495696426,-0.622009917731709,-0.995855028439543,-0.863582732152788,0.0849117146696186,0.00241493103384376,-1.28101581319901,-1.21437329215846,-0.600099481195906,-0.930673187386844,0.751864311671947,-1.19522154093447,-0.952415064414924,-0.477595835204991,-1.12744850917363,-1.41068348053223,-0.802244299763484,-1.15584224996333,0.868405909967696,-0.625494578572736,-0.325399067959798,-0.752541293034679,-0.933524659645026,-1.22299485811735,-0.650525603473968,-0.742725741784263,-1.28435462742302,-0.89587307306351,-0.757107310255886,-0.0749719401486233
"94",2021-09-30,0.349295130352455,-0.83012948942729,1.19141907824833,-0.211085494004175,0.172995167798631,0.861629584308061,0.479447589743396,-0.839040455042167,0.613307880595054,-0.581433896955343,-0.54216898745647,-2.05014381320765,1.72483875759631,-0.236762781679135,0.319690984720786,-0.914492477482686,-0.408037310193432,-0.712692954437264,-0.54080890887041,-0.910276358534839,-0.222222367144013,0.453245558266198,-0.189665035126013,-0.0808171651460779,-0.864940593407327,-0.488061313142776,-0.400501133146368,1.96321303620367,-0.988550010097693,1.38547704812818,0.22273925648751,-0.750577424125346,-1.13200339323234,-0.750028558158212,-0.448083289560235,-0.860545959038765,-0.429975578946794,-0.559896877903406,-0.991548212167372,-1.12851145972569,-0.32575305002685,-0.553393871511971,0.831347666879665,-1.04734823004366,-0.845443147418877,-0.38892086533292,-1.18295140292409,-1.34927192878314,-0.481756263985159,-1.16379980562367,0.113670413355986,-0.626494911962371,-0.274146250134436,-0.698597779418975,-1.06747061084086,-1.17500480602682,-0.501852152596782,-0.88689928817749,-1.29019209557655,-0.628694864076228,-0.329196687029201,0.297628217278835
"95",2021-10-08,0.96465812903449,-0.921611795244234,1.13035272075509,-0.683779202991453,0.0455556827876408,0.645525305001939,0.0260641048834044,-0.939761815321644,0.898420925277787,-1.30644870011663,-1.01567063718697,-1.88550461855177,1.26581462813937,-0.170879243903011,0.926143543374155,-0.978426250980305,-0.829306012448472,-0.788152981969923,-0.612374142157544,-1.01669398054724,-0.585570260869963,0.161234440741023,-0.313927441781699,-0.0845847849229237,-1.16383295256577,-0.383685102590143,-0.414469009099741,1.46917787459562,-1.32550399079143,1.16526269975528,0.138992580032408,-0.738698662612314,-1.17845126593904,-0.648850129666476,-0.332237745823408,-1.00557121705681,-0.459687858905095,-0.262725330863142,-1.21808665457425,-1.3289818223422,-0.753348794960098,0.291668484291904,0.49082779702596,-0.00446880927507142,-0.922872704557873,-0.604244988258252,-1.2055152421967,-1.39243936564178,-0.654537477462929,-1.19030257185119,0.0954351446053761,-0.686428948231141,-0.349198346136384,-0.787003409894048,-1.07062404659876,-1.23367974991423,-0.731163962844572,-0.69437164541545,-1.33118268484128,-0.778173835495789,-0.827269233995613,-0.2130258495617
"96",2021-10-15,-0.414328655279654,-0.393136913217765,0.233682569532063,-0.567461900321215,0.0637230772428455,-0.0575829837750587,-0.282682429699475,-1.17972733622522,1.8354501255859,-0.895319489547461,-0.866524718254459,-1.32205181102634,0.725091318443527,-0.832161731295505,-0.0866919446244992,-0.895793628617287,-0.465449218792715,-0.721855524746896,-0.00181277483421704,-0.984239536464049,-0.627004421388329,-0.172772661643377,-0.0471864007763776,0.157699482163165,-1.15924425631289,-0.918904527541409,-0.250471643375557,1.65817645237502,-1.22776681005623,0.932902990270148,-0.400344151509788,-0.684353385713616,-1.14105511112143,-0.578173568675788,-0.421913732342268,-1.02930218096097,-0.477806273484111,-0.643715847276878,-0.997010100235897,-1.22192184249268,-1.20939199147149,0.16851696880359,0.846521925283121,-0.990506168209987,-0.910971649666676,-0.52326403808995,-1.15313969853517,-1.45375885399202,-0.559928053139207,-1.19048429100886,0.111927063412772,-0.734135304463748,-0.433552756035757,-0.775593900146051,-1.07359113101307,-1.21261191608597,-0.852745567457254,-0.709544700923157,-1.30613515636908,-0.795618789499744,-0.824231482584326,0.540471045199695
"97",2021-10-22,0.110402635707143,-0.164092306873736,0.174315126152236,-0.575459829081423,-0.308759124781859,0.328785603192134,-0.086497607471149,-1.2063176857852,2.09212313311302,-0.639700421923677,-0.670692870618977,-1.38769325835027,-0.0686139175111041,-0.127274637618281,-0.542531267280783,-1.00509755204924,-0.31323064316783,-0.703729133714831,0.0561581942509092,-0.788529519943585,-0.12327679312918,-0.0113327403003878,-0.0596993481031616,0.40811094642098,-1.09210828157647,-0.881075840044103,-0.342457851679499,1.10963992491598,-1.24571214673325,0.965220891054938,-0.574946416492604,-0.869092761202656,-1.26297629967793,-0.810430571435618,-0.0948130522945264,-1.00947501451125,-0.605420128282893,-0.575932950391906,-0.91961988020202,-1.11178243028174,-1.26357346023202,-1.04110366298425,0.982052784786386,-0.937568403192291,-0.945002436341238,-0.491308545912324,-1.16774700804491,-1.47713030128617,-0.456416239104693,-1.24010628178634,0.698824626366662,-0.670118152481987,-0.437264845753737,-0.482145688320339,-0.98273394432639,-1.1892684604791,-0.48433908279763,-0.870669527012599,-1.28789389995384,-0.846397277057905,-0.838385363673574,0.413039657741722
"98",2021-10-29,-0.555241178347424,-0.395597738971004,0.0551780041998529,-0.817687314783569,-0.527764980736874,-0.222614975421542,0.147715457137069,-1.26639659302514,1.10977539295681,0.306049337734767,-0.366934159098911,-1.9221739459356,0.853122454853365,-0.160373019035326,-0.691487643261023,-0.834280017665466,-0.0618838377034133,-0.61503697635981,0.314169087544715,-0.762121978588947,0.287921645193427,0.713495839475038,0.602693772670345,0.63131610685678,-1.1312153053312,-0.586043029082441,-0.485552937771747,1.37997665452299,-1.24509698247759,1.04195085252667,-0.645679455558295,-0.80881864733268,-0.7774495428027,-0.287566811352196,-0.167027550989432,-0.860452042263972,-0.8946710615824,-0.870740429462985,-0.631709116182596,-1.04991167586363,-1.23472715195922,-0.915937366922369,0.888951604943062,-0.965753895441379,-0.975269841602527,-0.342000808024442,-1.14418605029303,-1.45541446638076,-0.132850454446766,-1.06398448622265,0.70961748780579,-0.640359368764828,-0.343864998389763,-0.884421898500358,-1.08825448468288,-1.1315531456461,-0.643512657365607,-0.811972174606109,-1.28208384665243,-0.851126781140675,-0.883995273214678,0.661661903684547
"99",2021-11-05,-1.3512353265281,-0.619150543475422,-0.843617121080153,-0.935772400087581,-0.899412074194738,-1.18241652151651,-0.270421630784158,-1.26771870149482,1.6054245257518,0.411140062290869,0.0893279944329408,-2.00092868865076,0.901897821568563,-0.820060192900854,-0.811863744126887,-0.74075628742923,-0.424220933660477,-0.826867853976739,0.469440625418009,-0.517423229634712,-0.263415903430728,0.651057131830829,0.412704505899793,0.50442411919106,-1.08954463861215,-0.801137550915919,-0.553384869881845,0.972512760824213,-1.10626952727246,0.910102420774108,-0.408725122277916,-0.922638632962323,-0.97146052038518,-0.297703431095623,-0.183759278597388,-0.724285882067135,-1.09182526281372,-0.494459520353313,-0.473141500095395,-1.25142316501538,-1.22113864823106,-1.17262159257619,0.557474190605488,-0.974072729628128,-0.964551358766373,-0.450077336931736,-0.981018804532765,-1.05309434357279,-0.324685033149205,-1.1964961207448,0.195113402271804,-0.628216300800378,-0.458742927838081,-0.142745396061103,-1.10674227962379,-1.24025759913362,-0.608529771269762,-1.12539666005787,-1.34067529222361,-0.85698883973061,-1.03256651114388,-0.21406244751815
"100",2021-11-12,-0.823378860002191,-0.412290593805343,-0.677648392888802,-0.565244555365837,-0.808903194252834,-0.84207569164962,0.0146411740284649,-1.14673006321518,1.87853005663119,-0.461596864364767,-0.901342730606319,-2.15423780933385,0.405651850738257,-0.862350264560308,-0.159442766913715,-1.15021346856054,-0.217843717505917,-1.00537307495862,0.749525794624545,-0.367573779466108,-0.969459275769074,1.18112912650536,0.325000706772104,0.598681690763994,-1.1227806403413,-0.621673741164209,-0.442271528328053,0.91684366977209,-1.14418553640209,0.896704165851933,-0.663705956966574,-0.94336011644655,-0.987782321889804,-0.584390511950345,-0.516607108462073,-0.901031833598293,-0.911552533983537,-0.0369669475125676,-0.492472299779458,-1.22503628627056,-1.34422334771332,-0.798788280175672,0.0108240998538736,-1.15338379781348,-0.532344584607177,-0.622933339992629,-0.846504877390361,-0.921062994930576,-0.680873380340513,-0.95314296516136,0.708668627708612,-0.596553017655813,-0.697669942621258,1.28649643105926,-1.15842395306106,-1.34073336816243,-0.763554952454321,-0.804053469825966,-1.42798383075323,-0.922822388032154,-1.12125365425021,-0.494013518806655
"101",2021-11-19,-0.696587002306217,-0.277363214394264,-0.604487561995145,-0.239699664179727,-0.731198996948915,-0.754166363210125,-0.115940021944031,-0.969317879905778,1.57394730892781,-0.514023460645554,-1.20182195965586,-1.86007659099376,0.299642480146837,-0.75429329536135,0.0326905726424697,-1.13638131297576,0.00970406277177244,-1.09953304475132,0.625876026357472,-0.198792076127346,-1.2360643043691,1.2031133946487,0.282892838263653,0.547711826716365,-1.21817984557818,-0.688319158421825,-0.340370804789117,1.27872475601146,-1.26759725348299,0.843075949434137,-0.598244992118125,-1.22083779465085,-1.03470536124402,-0.599172244956604,-0.935728910482678,-1.06728548443998,-0.959027665878046,-0.16850796906393,-0.567658874698076,-1.23942856100407,-1.23029507608857,-0.432408351660456,-0.0959349128581288,-1.03973650543794,-0.461494152481372,-0.7066298261725,-0.920502418215604,-1.17937531896895,-0.879064310694997,-0.669308212999222,1.06249660741508,-0.657720094890342,-0.691236228340507,0.900102361209292,-1.18086244077877,-1.3834787576049,-0.719713349302082,-0.598278552571329,-1.42710767599207,-1.06975001704225,-1.14845475177933,-0.600204846816975
"102",2021-11-26,-0.677926389638012,0.0481583263079666,-0.133958918876345,-0.398730896621952,-0.654485089278356,-0.717372955279144,-0.0911512723504146,-0.926963869855828,1.76839719465316,-0.636147523014094,-1.14540256132959,-1.71674264094266,0.109006727800939,-0.75130353471206,0.396872159431466,-1.16242645587659,0.00162454782416553,-1.18496923813678,0.59933209378013,-0.243687803039896,-1.10728468418004,1.32700079408143,-0.0913357538808841,0.93859771721421,-1.25559110121676,-0.544882497039276,-0.104093798189865,1.22447254732127,-1.3075880332323,0.755428089192074,-1.08358077333136,-1.32562767922119,-1.11655465613652,-0.693925869333836,-1.23019658308631,-1.42918718249898,-0.944153215183608,-0.278844095567092,-0.811473201021147,-1.17488733992497,-1.27401530966295,-1.21788648529237,-0.356813618689879,-1.02211961524778,-0.339644040998656,-1.19380126500285,-0.846362455230361,-1.31119389628334,-0.913467676188381,-0.88804836332002,1.45949088930558,-0.635490361909672,-0.693812138379455,1.56273185487937,-1.13403650101943,-1.40433891377284,-0.599087317412307,-0.675296516682522,-1.46242619897122,-1.02032916515609,-1.06312364306571,-0.472566229760922
"103",2021-12-03,-0.838024705152178,0.00593532954948353,-0.208823682540951,-0.246810895612985,-0.660133425783133,-0.612376878224817,-0.139459224980918,-0.838841197407304,1.35509139258521,-0.720062635109671,-1.37430620100312,-2.08221082986386,0.125465512401985,-0.609313017539624,0.864948687011701,-1.23387626592232,0.266751998435092,-1.22066337497885,0.543284024707632,-0.433127394558037,-1.15069906659021,1.18185387808844,-0.231465208958999,1.4211731618189,-1.16031862042258,-0.502252088462255,-0.191847184967405,1.15546471789571,-1.35809413193894,0.714982516465513,-0.7654137087185,-1.21369394042527,-1.19403828146062,-0.669806875281583,-1.08486112009256,-1.41809658281982,-0.932341779114962,-0.143347871103279,-0.969028819130162,-1.17071645878547,-1.28638431165206,-1.28602221278785,-0.628245635591478,-0.994959684842548,0.840121636964719,-1.03535333122603,-0.706861121626346,-1.19171279511893,-0.715663261847487,-0.906496380679902,1.67524545909322,-0.638798066195164,-0.665003593649139,0.911493507970549,-1.11482664692707,-1.22771942552746,-0.489882614716813,-0.650862992328327,-1.08614919110873,-0.954588835484502,-0.527975845066232,-0.411729035247911
"104",2021-12-10,-0.925518688624759,-0.214810124392835,-0.324399622519574,-0.32890707219034,-0.650368957025158,-0.593043430263458,-0.214018436833396,-0.898894981271467,1.78998766820045,-0.850584520487068,-1.35165186758851,-1.39233769386659,-0.293517160176881,-0.732580064970081,0.744601704041617,-0.836581046343621,-0.343493474443093,-1.20789553735487,0.434222469079264,-0.361396121421804,-1.19632568372401,1.01480068849155,-0.040063929714045,0.442344129884093,-1.11343727377496,-0.546286521495967,-0.0993892932442983,0.933833491517312,-1.53076836306582,0.323891319460868,-0.382778651412482,0.00728400662257779,-1.19939752088051,-1.16620483084467,-1.1138891208002,-1.14918040415663,-1.09596254505605,-0.178731661954543,-0.588700821062856,-1.24144993898798,-1.22306367027145,-1.28121589398669,-1.0672193182051,-1.06522144570632,0.971746623857354,-1.04683202077526,-0.786440363905558,-1.14830201165926,-0.899373870780414,0.0241954623809049,1.23770587225181,-0.679140299243931,-0.675748283820217,0.417626205543965,-1.14162960746093,-1.39044185588068,-0.775787975443202,-0.433155079993035,-0.898903101689731,-0.835277021084851,0.315876821148715,-0.615180045294021
"105",2021-12-17,-0.792468718174902,-0.509788115057877,-0.41189134639363,-0.500234931878852,-0.694324955898257,-0.673670023462508,-0.506117405310656,-0.88044931308539,1.72531675698285,-1.12472205546715,-1.66763803142794,-1.24778018922338,-0.560042449673521,-0.667093142220163,1.2451736454095,-0.619616072461203,-0.363060946020221,-1.23636338849386,0.29273135178916,-0.342917138459414,-1.25923457983153,1.28195544805795,-0.237956451629519,0.220372288611931,-1.23056988589685,-0.511812250301235,-0.294040693339375,0.888949697298755,-1.50677432057168,0.486334312005906,-0.181884805023438,-0.386477300695221,-1.18319523117192,-0.976416320049096,-1.1798706253082,-1.29846575577978,-1.01354065220545,-0.247031241981661,-0.763935694717564,-1.17995924549831,-1.29439148731618,-1.28561096394892,-1.05791289158231,-1.07275044958919,1.27958029383238,-1.1514443747326,-0.936286426920467,-1.29321297229718,-0.915996893638105,0.150033539813542,0.642953579328107,-0.691587374500221,-0.834873353917002,0.428189792137952,-1.19876920254275,-1.331233517979,-0.774006509899935,-0.0635902852268347,0.323161166628114,-0.196051295660996,0.709039478760758,-0.745217413189263
"106",2021-12-24,-0.757162808328464,-0.777707690830149,-0.599414676520525,-0.635918581191726,-0.767912806207776,-0.819083009133906,-0.787449720711734,-0.98663950842037,1.3549971878959,-0.991156865626471,-1.60069788404196,-1.40826352108306,-1.09534460649373,-0.756987981265569,1.42561464334602,-0.0813701518194667,-0.49228451001023,-1.17865369736519,-0.1439370826629,-0.574083175503524,-1.20238205812618,0.778521791410987,-0.538808584538474,-0.45255305056238,-0.962795686477695,-0.417286214562129,-0.298514169899032,0.454373445733536,-1.56282048017824,0.521103811758471,-0.667623150892465,-1.11872593817755,-1.20443285253263,-1.05929376789764,-1.13880734746188,-0.77063212822683,-1.07446899388267,0.316254228318154,-0.76603096990497,-1.20876724922412,-1.34449119922752,-1.29595692185131,-1.04805658480648,-0.996947210700344,1.25252002366633,-0.896463904739138,-1.00880289812814,-0.155704078080607,-0.926490342725698,0.309309862379798,0.277151213300605,-0.660252938583575,-0.871187580680926,-0.166942613565501,-1.24106296811044,-0.772200685274234,-0.845668227429132,0.127110731495968,0.384957618061974,-0.124881291405146,0.978840503567144,-0.473461294489833
"107",2021-12-31,-0.46580117391066,-0.549168166205872,-0.493904466315083,-0.129746094875993,-0.774947245160467,-0.778603067891536,-0.653968748520277,-0.877386757615996,1.5304555906356,-1.06127139734937,-1.51720145390984,-1.32280049645146,-1.15592295350837,-0.722731101401343,2.3036292486304,1.14257052519362,-0.762044415637286,-0.936282522388592,-0.00353132936209921,-0.376924320199595,-1.23528472229588,0.688935929594025,-0.255622939490892,-0.338100514028198,-0.858675543402479,-0.25232699644822,-0.303335898135909,0.163767657026577,-1.03245838554723,0.267274618123157,-0.488880759117709,-1.00921162569149,-1.10670632032448,-1.35698763293675,-1.14700911885273,-1.05661352631729,-1.06658235253423,-0.0169251548475779,-0.802855212623477,-1.21646379846404,-1.28338958215394,-1.29573268489946,-1.01692716883569,-1.04317504898884,-0.220280279160073,-0.787155390295429,-0.997782900984752,-0.213282977729523,-0.905049375638125,0.341608523437739,0.564959333419299,-0.697110996680435,-0.899298622753626,0.470546625464751,-1.12550687927961,-0.447484259761865,-0.829714507353966,0.141562963396913,0.842636746214996,0.726508944515596,2.14068365200285,-0.0679356945170886
"108",2022-01-07,-0.653817092063675,-0.835067305872335,-0.520821833042732,-0.43099568492069,-0.799431122418491,-0.905163751092787,-0.948412055133602,-0.666260850248155,0.0727963868636026,-0.830513871749877,-0.945662581607386,-1.60085538811737,-1.22452791024591,-0.700108113370815,1.9486891564175,0.840493114192438,-0.642350439250494,-0.476121539432063,-0.458576441137562,-0.229659601997533,-1.36427468411353,-0.250396331339944,-0.798599029771574,-0.831368222715231,-0.721543011948064,-0.263501031541701,-0.170475295626399,-0.188026156207482,-0.117610759409698,0.134986060535639,-0.522286522660507,-0.72571287335354,-1.07192476112948,-1.14466236369471,-1.16660785791659,-1.30124791131008,-1.08496962316249,-0.503458633724147,-0.947465292867277,-1.25647694711252,-1.18233548162011,-0.919150001572871,-1.13482707068106,-1.11070477307005,0.377987689438234,-0.728328441272471,-1.27097625999371,-1.30454867806629,-0.94638047461981,-0.622111096517489,0.139843889509606,-0.27703422050405,-0.591981704240943,-0.779651189199909,-0.887993888789681,-0.813537848603283,-0.524944917063521,-0.726561392079727,1.88540094646937,0.905847120971592,1.61229124776775,0.11895359053773
"109",2022-01-14,-0.96113685055152,-0.901934429284153,-0.619685999625612,-0.865834591642031,-0.919877519778338,-0.884310158803144,-0.892389973064303,-0.599486453677114,-0.344546474227746,-1.04207362590515,-1.03765515207297,-1.47581885682429,-1.04674195780664,-1.00297844473484,1.81093925781841,0.667971512314898,-0.645816358768666,-1.12305454597202,-0.565315610525958,-0.809975579626683,-1.29151088870124,-0.365417062400373,-0.845087430742793,-0.592986248632323,1.08803367328574,-0.450030446358463,0.0374852911884467,-0.286220135090523,-0.288863617612784,0.200872322472916,-0.753796501484567,-1.00249449177696,-1.15660416357739,-1.30815830956333,-1.24470664890872,-1.47235139598697,-1.05238558189422,-0.788855670812946,-0.966815499634294,-1.2424016271324,-1.1071184457963,-1.05511153668585,-1.289121257411,-1.13693765299016,0.243423734312579,-0.591724417819493,-1.3186137226489,-1.14352368194224,-0.803047852550893,-0.859412450582882,0.0953085212710568,-0.0860451778957464,-0.913180690497866,-0.538481926076114,-1.12476479635324,-1.09384728660209,-0.421348566930888,-1.0463429612654,0.642164765864556,1.05320192129506,0.739487032061204,-0.526022230724709
"110",2022-01-21,-1.16845593611744,-0.991225014244198,-0.779146212607449,-0.88348933864947,-0.837281331790854,-1.00370977788403,0.303783694040822,-0.842632168642087,-0.599886182916484,-1.22290265420645,-0.779965209187398,-1.61367292091859,-1.03047806357697,-1.11282360411218,0.36120487670798,0.390336398080003,-0.410271735035116,-1.20087102594606,-0.819233901935835,-1.0925653347805,-1.33378815193833,-0.476546851356945,-0.758944654546988,-0.69225953833963,0.929731730614506,-0.694439070167323,-0.468192950148575,-0.258715166941074,-0.225892854802745,0.280512787203736,-1.05480955600685,-1.07988794757688,-1.29614208692827,-1.13214009868488,-1.16893467677213,-1.45676760389524,-1.00375437097151,-1.0628925206491,-0.950271498150696,-1.08979108235692,-0.23440735966714,-1.43150996142514,-1.15092893757855,-1.13544065231493,0.0146539212800269,-0.746682156860597,-1.40740027373078,-1.40700931080997,-0.80901616687925,-0.953818718303583,-0.367480747526773,-0.220265085150671,-0.742620632695834,-0.470921454774184,-0.20233743493494,-0.0109876076742209,-0.876124883273515,-0.884145880927872,0.575255822245973,1.09255070756067,0.442127551339454,-0.837861507610735
"111",2022-01-28,-1.17949709009711,-1.06571909322145,-0.886747960468594,-1.10783191807601,-0.630890251759977,-1.09800821607182,0.997977347389701,-1.07667535949074,-0.897742050753251,-1.47805400100668,-1.58536983167101,-1.605253345211,-1.04734550777731,-1.26853952525404,-0.67817082934205,-0.609047339822928,-0.1081307054693,-1.09580468387853,-0.978758755292801,-1.30281138440005,-0.944427327936363,-0.696727604639412,-0.546206803159491,-0.763711169825971,-0.948084402204733,-0.911945360121892,-0.698426285620301,-0.110158758234341,-1.39851302804624,0.287389453777249,-1.14848018746136,-0.75103781988574,-1.28144085946213,-1.19966956325725,-0.825259473626332,-1.33732808851058,-0.829690092833022,-0.919397090622791,-0.796790591725623,-0.0967137215366351,-0.0230273941157375,-1.45695736903936,-1.06018399813498,-1.17404278061311,-0.854617730295317,-1.07805411245514,-0.876928480406734,-1.59995587908337,-0.278346476041259,-1.42589499084341,-0.725991373077418,0.869977076659965,-0.824919214665388,-0.966354406547522,-1.28159080384095,-1.07648316854007,-0.458572567643861,-1.32465299654317,-0.668440038013489,-0.828432581459672,-0.632455318022087,-0.867866252582746
